Department,Department Category,Organization,Position,Year,Salary,Real Salary (2013 dollars)
Educational Psychology,Education and Health,NAS,Associate,1996,47840,70979.23
Educational Psychology,Education and Health,NAS,Associate,1995,46038,70394.5
Educational Psychology,Education and Health,NAS,Associate,1994,44393,69800.31
Educational Psychology,Education and Health,NAS,Associate,1993,43347,69914.52
Educational Psychology,Education and Health,NAS,Associate,1992,42396,70425.25
Educational Psychology,Education and Health,NAS,Associate,1991,42093,71953.85
Educational Psychology,Education and Health,NAS,Associate,1990,40968,73026.74
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2009,95879,104103.15
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2008,95891,103778.14
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2007,92819,104291.01
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2006,89739,103744.51
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2005,86926,103730.31
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2003,80470,101860.76
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2002,78544,101740.93
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2001,76636,100836.84
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,2000,72431,98012.18
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,1999,69614,97362.24
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,1998,67324,96177.14
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,1991,55558,94970.94
Electrical & Computer Engineering,Engineering and Computer Science,NAS,Associate,1990,54408,96983.96
English,Humanities,NAS,Associate,2009,70781,76852.33
English,Humanities,NAS,Associate,2008,70551,76353.9
English,Humanities,NAS,Associate,2007,66796,75051.69
English,Humanities,NAS,Associate,2006,64773,74882.08
English,Humanities,NAS,Associate,2005,62363,74418.85
English,Humanities,NAS,Associate,2003,57812,73179.75
English,Humanities,NAS,Associate,2002,56854,73645.08
English,Humanities,NAS,Associate,2001,54937,72285.53
English,Humanities,NAS,Associate,2000,52026,70400.54
English,Humanities,NAS,Associate,1999,51889,72572.03
English,Humanities,NAS,Associate,1998,49471,70672.86
English,Humanities,NAS,Associate,1997,46885,68047.9
English,Humanities,NAS,Associate,1996,45592,67643.92
English,Humanities,NAS,Associate,1995,44319,67766.06
English,Humanities,NAS,Associate,1994,42662,67078.62
English,Humanities,NAS,Associate,1993,40782,65777.42
English,Humanities,NAS,Associate,1992,40543,67347.18
English,Humanities,NAS,Associate,1991,39875,68162.39
English,Humanities,NAS,Associate,1990,38973,69470.59
Family Studies & Social Work,Humanities,NAS,Associate,2009,73656,79973.94
Family Studies & Social Work,Humanities,NAS,Associate,2008,72888,78883.12
Family Studies & Social Work,Humanities,NAS,Associate,2007,69524,78116.85
Family Studies & Social Work,Humanities,NAS,Associate,2006,68705,79427.75
Family Studies & Social Work,Humanities,NAS,Associate,2005,66429,79270.88
Family Studies & Social Work,Humanities,NAS,Associate,2003,61144,77397.47
Family Studies & Social Work,Humanities,NAS,Associate,2002,60512,78383.42
Family Studies & Social Work,Humanities,NAS,Associate,2001,60498,79602.63
Family Studies & Social Work,Humanities,NAS,Associate,2000,58325,78924.22
Family Studies & Social Work,Humanities,NAS,Associate,1999,53594,74956.64
Family Studies & Social Work,Humanities,NAS,Associate,1998,53335,76192.86
Family Studies & Social Work,Humanities,NAS,Associate,1996,49529,73485.16
Family Studies & Social Work,Humanities,NAS,Associate,1995,47669,72888.38
Family Studies & Social Work,Humanities,NAS,Associate,1994,44543,70036.16
Family Studies & Social Work,Humanities,NAS,Associate,1993,43256,69767.74
Family Studies & Social Work,Humanities,NAS,Associate,1992,41634,69159.47
Family Studies & Social Work,Humanities,NAS,Associate,1991,42094,71955.56
Family Studies & Social Work,Humanities,NAS,Associate,1990,42414,75604.28
Finance,Business,NAS,Associate,2009,134337,145859.93
Finance,Business,NAS,Associate,2008,136016,147203.46
Finance,Business,NAS,Associate,2007,131527,147783.15
Finance,Business,NAS,Associate,2006,123022,142221.97
Finance,Business,NAS,Associate,2005,115561,137900.95
Finance,Business,NAS,Associate,2003,101246,128159.49
Finance,Business,NAS,Associate,2002,95797,124089.38
Finance,Business,NAS,Associate,2001,91632,120568.42
Finance,Business,NAS,Associate,2000,88948,120362.65
Finance,Business,NAS,Associate,1999,83881,117316.08
Finance,Business,NAS,Associate,1998,79704,113862.86
Finance,Business,NAS,Associate,1997,75858,110098.69
Finance,Business,NAS,Associate,1996,73135,108508.9
Finance,Business,NAS,Associate,1995,70594,107941.9
Finance,Business,NAS,Associate,1994,66424,104440.25
Finance,Business,NAS,Associate,1993,63190,101919.35
Finance,Business,NAS,Associate,1992,60012,99687.71
Finance,Business,NAS,Associate,1991,59722,102088.89
Finance,Business,NAS,Associate,1990,56236,100242.42
French & Italian,Humanities,NAS,Associate,2009,69008,74927.25
French & Italian,Humanities,NAS,Associate,2008,69558,75279.22
French & Italian,Humanities,NAS,Associate,2007,66911,75180.9
French & Italian,Humanities,NAS,Associate,2006,63390,73283.24
French & Italian,Humanities,NAS,Associate,2005,62800,74940.33
French & Italian,Humanities,NAS,Associate,2003,57561,72862.03
French & Italian,Humanities,NAS,Associate,2002,57008,73844.56
French & Italian,Humanities,NAS,Associate,2001,54728,72010.53
French & Italian,Humanities,NAS,Associate,2000,52767,71403.25
French & Italian,Humanities,NAS,Associate,1999,51136,71518.88
French & Italian,Humanities,NAS,Associate,1998,49126,70180
French & Italian,Humanities,NAS,Associate,1997,46642,67695.21
French & Italian,Humanities,NAS,Associate,1996,45937,68155.79
French & Italian,Humanities,NAS,Associate,1995,43809,66986.24
French & Italian,Humanities,NAS,Associate,1994,43272,68037.74
French & Italian,Humanities,NAS,Associate,1993,41936,67638.71
French & Italian,Humanities,NAS,Associate,1992,41155,68363.79
French & Italian,Humanities,NAS,Associate,1991,40329,68938.46
French & Italian,Humanities,NAS,Associate,1990,40891,72889.48
Geography,Social Science,NAS,Associate,2009,73140,79413.68
Geography,Social Science,NAS,Associate,2008,72787,78773.81
Geography,Social Science,NAS,Associate,2007,70160,78831.46
Geography,Social Science,NAS,Associate,2006,66838,77269.36
Geography,Social Science,NAS,Associate,2005,63643,75946.3
Geography,Social Science,NAS,Associate,2003,59864,75777.22
Geography,Social Science,NAS,Associate,2002,59048,76487.05
Geography,Social Science,NAS,Associate,2001,58048,76378.95
Geography,Social Science,NAS,Associate,2000,56597,76585.93
Geography,Social Science,NAS,Associate,1999,54148,75731.47
Geography,Social Science,NAS,Associate,1998,52473,74961.43
Geography,Social Science,NAS,Associate,1997,49564,71936.14
Geography,Social Science,NAS,Associate,1996,47854,71000
Geography,Social Science,NAS,Associate,1995,46962,71807.34
Geography,Social Science,NAS,Associate,1994,45369,71334.91
Geography,Social Science,NAS,Associate,1993,43572,70277.42
Geography,Social Science,NAS,Associate,1992,42974,71385.38
Geography,Social Science,NAS,Associate,1991,41687,71259.83
Geography,Social Science,NAS,Associate,1990,40670,72495.54
Geology,Science and Math,NAS,Associate,2009,77300,83930.51
Geology,Science and Math,NAS,Associate,2008,76780,83095.24
Geology,Science and Math,NAS,Associate,2007,73883,83014.61
Geology,Science and Math,NAS,Associate,2006,70346,81324.86
Geology,Science and Math,NAS,Associate,2005,67668,80749.4
Geology,Science and Math,NAS,Associate,2003,62708,79377.22
Geology,Science and Math,NAS,Associate,2002,60701,78628.24
Geology,Science and Math,NAS,Associate,2001,58887,77482.89
Geology,Science and Math,NAS,Associate,2000,56946,77058.19
Geology,Science and Math,NAS,Associate,1999,53736,75155.24
Geology,Science and Math,NAS,Associate,1998,52045,74350
Geology,Science and Math,NAS,Associate,1995,46997,71860.86
Geology,Science and Math,NAS,Associate,1994,45582,71669.81
Geology,Science and Math,NAS,Associate,1993,43823,70682.26
Geology,Science and Math,NAS,Associate,1992,42526,70641.2
Geology,Science and Math,NAS,Associate,1991,41949,71707.69
Geology,Science and Math,NAS,Associate,1990,41492,73960.78
GREAL,Humanities,NAS,Associate,2009,71680,77828.45
GREAL,Humanities,NAS,Associate,2008,70272,76051.95
GREAL,Humanities,NAS,Associate,2007,67683,76048.31
GREAL,Humanities,NAS,Associate,2006,65505,75728.32
GREAL,Humanities,NAS,Associate,2005,62019,74008.35
GREAL,Humanities,NAS,Associate,2003,58083,73522.78
GREAL,Humanities,NAS,Associate,2002,56990,73821.24
GREAL,Humanities,NAS,Associate,2001,53526,70428.95
GREAL,Humanities,NAS,Associate,2000,52021,70393.78
GREAL,Humanities,NAS,Associate,1999,50056,70008.39
GREAL,Humanities,NAS,Associate,1998,49545,70778.57
GREAL,Humanities,NAS,Associate,1997,47052,68290.28
GREAL,Humanities,NAS,Associate,1996,46068,68350.15
GREAL,Humanities,NAS,Associate,1995,45147,69032.11
GREAL,Humanities,NAS,Associate,1994,43955,69111.64
GREAL,Humanities,NAS,Associate,1993,42024,67780.65
GREAL,Humanities,NAS,Associate,1992,40730,67657.81
GREAL,Humanities,NAS,Associate,1991,40140,68615.38
GREAL,Humanities,NAS,Associate,1990,40287,71812.83
History,Humanities,NAS,Associate,2009,71671,77818.68
History,Humanities,NAS,Associate,2008,71037,76879.87
History,Humanities,NAS,Associate,2007,68323,76767.42
History,Humanities,NAS,Associate,2006,65007,75152.6
History,Humanities,NAS,Associate,2005,62583,74681.38
History,Humanities,NAS,Associate,2003,58050,73481.01
History,Humanities,NAS,Associate,2002,56861,73654.15
History,Humanities,NAS,Associate,2001,55352,72831.58
History,Humanities,NAS,Associate,2000,53859,72880.92
History,Humanities,NAS,Associate,1999,51544,72089.51
History,Humanities,NAS,Associate,1998,50042,71488.57
History,Humanities,NAS,Associate,1997,47498,68937.59
History,Humanities,NAS,Associate,1996,45903,68105.34
History,Humanities,NAS,Associate,1995,44399,67888.38
History,Humanities,NAS,Associate,1994,43176,67886.79
History,Humanities,NAS,Associate,1993,41355,66701.61
History,Humanities,NAS,Associate,1992,40816,67800.66
History,Humanities,NAS,Associate,1991,40066,68488.89
History,Humanities,NAS,Associate,1990,39620,70623.89
Communications and Speech Pathology,Other,NAS,Associate,1991,41837,71516.24
Communications and Speech Pathology,Other,NAS,Associate,1990,41642,74228.16
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,2001,57221,75290.79
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,2000,54793,74144.79
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,1997,48109,69824.38
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,1996,47118,69908.01
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,1995,45710,69892.97
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,1994,44194.0780346821,69487.54
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,1993,42590.8389570552,68694.9
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,1992,42467.7727272727,70544.47
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,1991,41460,70871.79
Sociology/Gerontology/Anthropology,Social Science,NAS,Associate,1990,40898,72901.96
Communications and Speech Pathology,Other,NAS,Associate,1997,47699,69229.32
Communications and Speech Pathology,Other,NAS,Associate,1996,47068,69833.83
Communications and Speech Pathology,Other,NAS,Associate,1995,45138,69018.35
Communications and Speech Pathology,Other,NAS,Associate,1994,43660,68647.8
Communications and Speech Pathology,Other,NAS,Associate,1993,42163,68004.84
Communications and Speech Pathology,Other,NAS,Associate,1992,41416,68797.34
Communications and Speech Pathology,Other,NAS,Associate,1991,40225,68760.68
Communications and Speech Pathology,Other,NAS,Associate,1990,39312,70074.87
Kinesiology & Health,Education and Health,NAS,Associate,2009,73378,79672.1
Kinesiology & Health,Education and Health,NAS,Associate,2008,72158,78093.07
Kinesiology & Health,Education and Health,NAS,Associate,2007,69204,77757.3
Kinesiology & Health,Education and Health,NAS,Associate,2006,66961,77411.56
Kinesiology & Health,Education and Health,NAS,Associate,2005,65233,77843.68
Kinesiology & Health,Education and Health,NAS,Associate,2003,59026,74716.46
Kinesiology & Health,Education and Health,NAS,Associate,2002,58082,75235.75
Kinesiology & Health,Education and Health,NAS,Associate,2001,57141,75185.53
Kinesiology & Health,Education and Health,NAS,Associate,2000,56191,76036.54
Kinesiology & Health,Education and Health,NAS,Associate,1999,54140,75720.28
Kinesiology & Health,Education and Health,NAS,Associate,1998,50956,72794.29
Kinesiology & Health,Education and Health,NAS,Associate,1997,49408,71709.72
Kinesiology & Health,Education and Health,NAS,Associate,1996,50078,74299.7
Kinesiology & Health,Education and Health,NAS,Associate,1995,47024,71902.14
Kinesiology & Health,Education and Health,NAS,Associate,1994,45497,71536.16
Kinesiology & Health,Education and Health,NAS,Associate,1993,43692,70470.97
Kinesiology & Health,Education and Health,NAS,Associate,1992,41380,68737.54
Kinesiology & Health,Education and Health,NAS,Associate,1991,40209,68733.33
Kinesiology & Health,Education and Health,NAS,Associate,1990,39491,70393.94
Management,Business,NAS,Associate,2009,125465,136226.93
Management,Business,NAS,Associate,2008,124511,134752.16
Management,Business,NAS,Associate,2007,116620,131033.71
Management,Business,NAS,Associate,2006,111514,128917.92
Management,Business,NAS,Associate,2005,104965,125256.56
Management,Business,NAS,Associate,2003,93651,118545.57
Management,Business,NAS,Associate,2002,91480,118497.41
Management,Business,NAS,Associate,2001,88937,117022.37
Management,Business,NAS,Associate,2000,83558,113069.01
Management,Business,NAS,Associate,1999,77737,108723.08
Management,Business,NAS,Associate,1998,76146,108780
Management,Business,NAS,Associate,1997,73095,106088.53
Management,Business,NAS,Associate,1996,70935,105244.81
Management,Business,NAS,Associate,1995,66764,102085.63
Management,Business,NAS,Associate,1994,64335,101155.66
Management,Business,NAS,Associate,1993,60221,97130.65
Management,Business,NAS,Associate,1992,58224,96717.61
Management,Business,NAS,Associate,1991,55481,94839.32
Management,Business,NAS,Associate,1990,54940,97932.26
MIS,Business,NAS,Associate,2008,114824,124268.4
MIS,Business,NAS,Associate,2007,108285,121668.54
MIS,Business,NAS,Associate,2006,106502,123123.7
MIS,Business,NAS,Associate,2005,101592,121231.5
MIS,Business,NAS,Associate,2003,92536,117134.18
MIS,Business,NAS,Associate,2002,88606,114774.61
MIS,Business,NAS,Associate,2001,84259,110867.11
MIS,Business,NAS,Associate,2000,79386,107423.55
MIS,Business,NAS,Associate,1999,72501,101400
MIS,Business,NAS,Associate,1998,72945,104207.14
MIS,Business,NAS,Associate,1997,65976,95756.17
MIS,Business,NAS,Associate,1996,63007,93482.2
MIS,Business,NAS,Associate,1995,61640,94250.76
MIS,Business,NAS,Associate,1994,57246.5882352941,90010.36
MIS,Business,NAS,Associate,1993,59355.6944444445,95734.99
MIS,Business,NAS,Associate,1992,55799.4193548387,92690.07
MIS,Business,NAS,Associate,1991,56224,96109.4
MIS,Business,NAS,Associate,1990,53353,95103.39
Marketing,Business,NAS,Associate,2009,117038,127077.09
Marketing,Business,NAS,Associate,2008,114594,124019.48
Marketing,Business,NAS,Associate,2007,110895,124601.12
Marketing,Business,NAS,Associate,2006,105503,121968.79
Marketing,Business,NAS,Associate,2005,101148,120701.67
Marketing,Business,NAS,Associate,2003,88945,112588.61
Marketing,Business,NAS,Associate,2002,87562,113422.28
Marketing,Business,NAS,Associate,2001,84585,111296.05
Marketing,Business,NAS,Associate,2000,80027,108290.93
